,order_date,total_sale_sum
873,2022-12-29,6149590900.0
874,2022-12-30,4315323400.0
875,2022-12-31,4805445700.0
876,2023-01-01,5104893900.0
877,2023-01-02,5104893900.0
878,2023-01-03,6253413900.0
879,2023-01-04,6253413900.0
880,2023-01-05,6253413900.0
881,2023-01-06,5018501100.0
882,2023-01-07,5428372100.0
883,2023-01-08,5429255600.0
884,2023-01-09,5232032200.0
885,2023-01-10,6145661200.0
886,2023-01-11,6145661200.0
887,2023-01-12,6145661200.0
888,2023-01-13,5526366300.0
889,2023-01-14,5022709400.0
890,2023-01-15,5285854800.0
891,2023-01-16,5547373500.0
892,2023-01-17,6152846400.0
893,2023-01-18,6154987300.0
894,2023-01-19,6154987300.0
895,2023-01-20,4249564300.0
896,2023-01-21,5828475500.0
897,2023-01-22,4940212000.0
898,2023-01-23,4940212000.0
899,2023-01-24,4940212000.0
900,2023-01-25,4940212000.0
901,2023-01-26,5981631200.0
902,2023-01-27,5387615700.0
903,2023-01-28,4726685000.0
904,2023-01-29,5142021100.0
905,2023-01-30,5318092800.0
906,2023-02-01,5929120300.0
907,2023-02-02,5929120300.0
908,2023-02-03,5952581500.0
909,2023-02-04,4795619500.0
910,2023-02-05,4631311200.0
911,2023-02-06,5245672300.0
912,2023-02-07,5253593700.0
913,2023-02-08,5498419000.0
914,2023-02-09,6108235500.0
915,2023-02-10,5306045300.0
916,2023-02-11,3987282800.0
917,2023-02-12,5536774700.0
918,2023-02-13,5361289900.0
919,2023-02-14,5751637100.0
920,2023-02-15,6006725100.0
921,2023-02-16,6207422800.0
922,2023-02-17,5923900600.0
923,2023-02-18,4526460700.0
924,2023-02-19,4773702700.0
925,2023-02-20,4720861900.0
926,2023-02-21,5664153300.0
927,2023-02-22,5608677000.0
928,2023-02-23,5723763300.0
929,2023-02-24,6115093600.0
930,2023-02-25,4474600200.0
931,2023-02-26,4488764200.0
932,2023-02-27,4222248000.0
933,2023-02-28,4222248000.0
934,2023-03-01,4429619700.0
935,2023-03-02,5132163800.0
936,2023-03-03,4771852200.0
937,2023-03-04,5517617000.0
938,2023-03-05,6176278700.0
939,2023-03-06,6176278700.0
940,2023-03-07,6176278700.0
941,2023-03-08,4896273600.0
942,2023-03-09,4926254300.0
943,2023-03-10,4900625700.0
944,2023-03-11,5099210900.0
945,2023-03-12,5882120900.0
946,2023-03-13,5882120900.0
947,2023-03-14,6292734500.0
948,2023-03-15,5483267300.0
949,2023-03-16,5795179600.0
950,2023-03-17,5399022900.0
951,2023-03-18,4948276100.0
952,2023-03-19,5837133300.0
953,2023-03-20,5837133300.0
954,2023-03-21,6155740800.0
955,2023-03-22,4620519900.0
956,2023-03-23,5070790100.0
957,2023-03-24,4686449900.0
958,2023-03-25,4958386700.0
959,2023-03-26,5502152000.0
960,2023-03-27,6259965700.0
961,2023-03-28,6259965700.0
962,2023-03-29,4767286200.0
963,2023-03-30,5709311600.0
964,2023-03-31,5514272600.0
965,2023-04-01,6227092100.0
966,2023-04-02,6234354300.0
967,2023-04-03,6234354300.0
968,2023-04-04,5857984100.0
969,2023-04-05,4222379100.0
970,2023-04-06,4412964800.0
971,2023-04-07,4642573000.0
972,2023-04-08,5621330800.0
973,2023-04-09,5083472800.0
974,2023-04-10,5083472800.0
975,2023-04-11,5083472800.0
976,2023-04-12,4388705900.0
977,2023-04-13,4777708800.0
978,2023-04-14,5168027000.0
979,2023-04-15,6047375600.0
980,2023-04-16,6039537300.0
981,2023-04-17,6039537300.0
982,2023-04-18,6039537300.0
983,2023-04-19,5171557800.0
984,2023-04-20,5055882200.0
985,2023-04-21,5470156300.0
986,2023-04-22,5275230700.0
987,2023-04-23,5655735300.0
988,2023-04-24,5719431800.0
989,2023-04-25,5719431800.0
990,2023-04-26,4389989000.0
991,2023-04-27,5796885200.0
992,2023-04-28,4266915000.0
993,2023-04-29,5747664700.0
994,2023-04-30,5747664700.0
995,2023-05-01,6152977800.0
996,2023-05-02,6122288000.0
997,2023-05-03,5189377400.0
998,2023-05-04,4749869700.0
999,2023-05-05,5075698300.0
1000,2023-05-06,5028278600.0
1001,2023-05-07,5712585100.0
1002,2023-05-08,5712585100.0
1003,2023-05-09,6116435000.0
1004,2023-05-10,4551031600.0
1005,2023-05-11,5579672600.0
1006,2023-05-12,5447910600.0
1007,2023-05-13,5487175100.0
1008,2023-05-14,5487175100.0
1009,2023-05-15,5858622400.0
1010,2023-05-16,5782186800.0
1011,2023-05-17,4911802500.0
1012,2023-05-18,5163288600.0
1013,2023-05-19,4452785500.0
1014,2023-05-20,4698925500.0
1015,2023-05-21,5581795100.0
1016,2023-05-22,5581795100.0
1017,2023-05-23,5581795100.0
1018,2023-05-24,4674407300.0
1019,2023-05-25,5780570900.0
1020,2023-05-26,5441842300.0
1021,2023-05-27,5710426800.0
1022,2023-05-28,5710426800.0
1023,2023-05-29,5710426800.0
1024,2023-05-30,5710426800.0
1025,2023-05-31,5068223900.0
1026,2023-06-01,5342098200.0
1027,2023-06-02,4788978100.0
1028,2023-06-03,4637685800.0
1029,2023-06-04,5789499900.0
1030,2023-06-05,5789499900.0
1031,2023-06-06,5789499900.0
1032,2023-06-07,4012550200.0
1033,2023-06-08,5542396900.0
1034,2023-06-09,5014413700.0
1035,2023-06-10,5718092300.0
1036,2023-06-11,5718092300.0
1037,2023-06-12,5718092300.0
1038,2023-06-13,5718092300.0
1039,2023-06-14,3902318500.0
1040,2023-06-15,5786607800.0
1041,2023-06-16,5876383100.0
1042,2023-06-17,5243206100.0
1043,2023-06-18,5243206100.0
1044,2023-06-19,6327536200.0
1045,2023-06-20,6209175700.0
1046,2023-06-21,5111391500.0
1047,2023-06-22,5384592800.0
1048,2023-06-23,5001041500.0
1049,2023-06-24,5834630700.0
1050,2023-06-25,5622614200.0
1051,2023-06-26,6113880500.0
1052,2023-06-27,6113880500.0
1053,2023-06-28,4893251100.0
1054,2023-06-29,5800692500.0
1055,2023-06-30,5163840900.0
1056,2023-07-01,5449885800.0
1057,2023-07-02,6328230600.0
1058,2023-07-03,6328230600.0
1059,2023-07-04,5374993500.0
1060,2023-07-05,5083730900.0
1061,2023-07-06,4725459900.0
1062,2023-07-07,4819861900.0
1063,2023-07-08,4979174700.0
1064,2023-07-09,5626250400.0
1065,2023-07-10,6302044700.0
1066,2023-07-11,6302044700.0
1067,2023-07-12,4516666700.0
1068,2023-07-13,4891738700.0
1069,2023-07-14,5088799600.0
1070,2023-07-15,5273121900.0
1071,2023-07-16,5273121900.0
1072,2023-07-17,5412742200.0
1073,2023-07-18,5412742200.0
1074,2023-07-19,4707442900.0
1075,2023-07-20,5102660500.0
1076,2023-07-21,4497414400.0
1077,2023-07-22,6040069200.0
1078,2023-07-23,6040069200.0
1079,2023-07-24,5624520500.0
1080,2023-07-25,6068268000.0
1081,2023-07-26,4753926300.0
1082,2023-07-27,5669861800.0
1083,2023-07-28,4725008000.0
1084,2023-07-29,4358788600.0
1085,2023-07-30,4358788600.0
1086,2023-07-31,6153783600.0
